"cell","developmental_stage","study","ena_sample"
"E3.1.443","embryonic day 3","E-MTAB-3929","ERS887923"
"E3.1.444","embryonic day 3","E-MTAB-3929","ERS887924"
"E3.1.445","embryonic day 3","E-MTAB-3929","ERS887925"
"E3.1.447","embryonic day 3","E-MTAB-3929","ERS887926"
"E3.1.448","embryonic day 3","E-MTAB-3929","ERS887927"
"E3.2.449","embryonic day 3","E-MTAB-3929","ERS887928"
"E3.2.450","embryonic day 3","E-MTAB-3929","ERS887929"
"E3.2.452","embryonic day 3","E-MTAB-3929","ERS887930"
"E3.2.453","embryonic day 3","E-MTAB-3929","ERS887931"
"E3.2.454","embryonic day 3","E-MTAB-3929","ERS887932"
"E3.2.455","embryonic day 3","E-MTAB-3929","ERS887933"
"E3.2.467","embryonic day 3","E-MTAB-3929","ERS887935"
"E3.3.456","embryonic day 3","E-MTAB-3929","ERS887936"
"E3.3.457","embryonic day 3","E-MTAB-3929","ERS887937"
"E3.3.458","embryonic day 3","E-MTAB-3929","ERS887938"
"E3.3.459","embryonic day 3","E-MTAB-3929","ERS887939"
"E3.3.460","embryonic day 3","E-MTAB-3929","ERS887940"
"E3.4.462","embryonic day 3","E-MTAB-3929","ERS887941"
"E3.4.463","embryonic day 3","E-MTAB-3929","ERS887942"
"E3.4.465","embryonic day 3","E-MTAB-3929","ERS887943"
"E3.45.3374","embryonic day 3","E-MTAB-3929","ERS1079290"
"E3.45.3375","embryonic day 3","E-MTAB-3929","ERS1079291"
"E3.45.3376","embryonic day 3","E-MTAB-3929","ERS1079292"
"E3.45.3377","embryonic day 3","E-MTAB-3929","ERS1079293"
"E3.45.3378","embryonic day 3","E-MTAB-3929","ERS1079294"
"E3.45.3379","embryonic day 3","E-MTAB-3929","ERS1079295"
"E3.45.3380","embryonic day 3","E-MTAB-3929","ERS1079296"
"E3.45.3381","embryonic day 3","E-MTAB-3929","ERS1079297"
"E3.46.3382","embryonic day 3","E-MTAB-3929","ERS1079298"
"E3.46.3383","embryonic day 3","E-MTAB-3929","ERS1079299"
"E3.46.3385","embryonic day 3","E-MTAB-3929","ERS1079301"
"E3.46.3386","embryonic day 3","E-MTAB-3929","ERS1079302"
"E3.46.3387","embryonic day 3","E-MTAB-3929","ERS1079303"
"E3.46.3388","embryonic day 3","E-MTAB-3929","ERS1079304"
"E3.47.3389","embryonic day 3","E-MTAB-3929","ERS1079305"
"E3.47.3390","embryonic day 3","E-MTAB-3929","ERS1079306"
"E3.47.3391","embryonic day 3","E-MTAB-3929","ERS1079307"
"E3.47.3392","embryonic day 3","E-MTAB-3929","ERS1079308"
"E3.47.3393","embryonic day 3","E-MTAB-3929","ERS1079309"
"E3.47.3394","embryonic day 3","E-MTAB-3929","ERS1079310"
"E3.48.3396","embryonic day 3","E-MTAB-3929","ERS1079312"
"E3.48.3397","embryonic day 3","E-MTAB-3929","ERS1079313"
"E3.48.3398","embryonic day 3","E-MTAB-3929","ERS1079314"
"E3.48.3399","embryonic day 3","E-MTAB-3929","ERS1079315"
"E3.48.3400","embryonic day 3","E-MTAB-3929","ERS1079316"
"E3.48.3401","embryonic day 3","E-MTAB-3929","ERS1079317"
"E3.48.3402","embryonic day 3","E-MTAB-3929","ERS1079318"
"E3.49.3403","embryonic day 3","E-MTAB-3929","ERS1079319"
"E3.49.3405","embryonic day 3","E-MTAB-3929","ERS1079320"
"E3.49.3406","embryonic day 3","E-MTAB-3929","ERS1079321"
"E3.49.3407","embryonic day 3","E-MTAB-3929","ERS1079322"
"E3.49.3408","embryonic day 3","E-MTAB-3929","ERS1079323"
"E3.49.3409","embryonic day 3","E-MTAB-3929","ERS1079324"
"E3.49.3410","embryonic day 3","E-MTAB-3929","ERS1079325"
"E3.49.3411","embryonic day 3","E-MTAB-3929","ERS1079326"
"E3.50.3412","embryonic day 3","E-MTAB-3929","ERS1079327"
"E3.50.3413","embryonic day 3","E-MTAB-3929","ERS1079328"
"E3.50.3414","embryonic day 3","E-MTAB-3929","ERS1079329"
"E3.50.3415","embryonic day 3","E-MTAB-3929","ERS1079330"
"E3.50.3416","embryonic day 3","E-MTAB-3929","ERS1079331"
"E3.50.3417","embryonic day 3","E-MTAB-3929","ERS1079332"
"E3.51.3421","embryonic day 3","E-MTAB-3929","ERS1079334"
"E3.51.3422","embryonic day 3","E-MTAB-3929","ERS1079335"
"E3.51.3423","embryonic day 3","E-MTAB-3929","ERS1079336"
"E3.51.3426","embryonic day 3","E-MTAB-3929","ERS1079338"
"E3.52.3428","embryonic day 3","E-MTAB-3929","ERS1079339"
"E3.52.3429","embryonic day 3","E-MTAB-3929","ERS1079340"
"E3.52.3430","embryonic day 3","E-MTAB-3929","ERS1079341"
"E3.52.3431","embryonic day 3","E-MTAB-3929","ERS1079342"
"E3.52.3432","embryonic day 3","E-MTAB-3929","ERS1079343"
"E3.52.3433","embryonic day 3","E-MTAB-3929","ERS1079344"
"E3.52.3434","embryonic day 3","E-MTAB-3929","ERS1079345"
"E3.53.3436","embryonic day 3","E-MTAB-3929","ERS1079347"
"E3.53.3437","embryonic day 3","E-MTAB-3929","ERS1079348"
"E3.53.3438","embryonic day 3","E-MTAB-3929","ERS1079349"
"E4.1.1","embryonic day 4","E-MTAB-3929","ERS887944"
"E4.1.2","embryonic day 4","E-MTAB-3929","ERS887945"
"E4.1.3","embryonic day 4","E-MTAB-3929","ERS887946"
"E4.1.4","embryonic day 4","E-MTAB-3929","ERS887947"
"E4.1.7","embryonic day 4","E-MTAB-3929","ERS887948"
"E4.10.1219","embryonic day 4","E-MTAB-3929","ERS887949"
"E4.10.1221","embryonic day 4","E-MTAB-3929","ERS887950"
"E4.10.1223","embryonic day 4","E-MTAB-3929","ERS887951"
"E4.10.1225","embryonic day 4","E-MTAB-3929","ERS887952"
"E4.10.1228","embryonic day 4","E-MTAB-3929","ERS887954"
"E4.10.1229","embryonic day 4","E-MTAB-3929","ERS887955"
"E4.11.1258","embryonic day 4","E-MTAB-3929","ERS887960"
"E4.2.10","embryonic day 4","E-MTAB-3929","ERS887961"
"E4.2.13","embryonic day 4","E-MTAB-3929","ERS887962"
"E4.24_5_0_4.1","embryonic day 4","E-MTAB-3929","ERS887963"
"E4.24_5_0_4.10","embryonic day 4","E-MTAB-3929","ERS887964"
"E4.24_5_0_4.12","embryonic day 4","E-MTAB-3929","ERS887965"
"E4.24_5_0_4.3","embryonic day 4","E-MTAB-3929","ERS887967"
"E4.24_5_0_4.4","embryonic day 4","E-MTAB-3929","ERS887968"
"E4.24_5_0_4.5","embryonic day 4","E-MTAB-3929","ERS887969"
"E4.24_5_0_4.7","embryonic day 4","E-MTAB-3929","ERS887970"
"E4.24_5_0_4.9","embryonic day 4","E-MTAB-3929","ERS887971"
"E4.3.472","embryonic day 4","E-MTAB-3929","ERS887972"
"E4.3.473","embryonic day 4","E-MTAB-3929","ERS887973"
"E4.3.476","embryonic day 4","E-MTAB-3929","ERS887974"
"E4.3.478","embryonic day 4","E-MTAB-3929","ERS887975"
"E4.3.479","embryonic day 4","E-MTAB-3929","ERS887976"
"E4.3.481","embryonic day 4","E-MTAB-3929","ERS887978"
"E4.3.482","embryonic day 4","E-MTAB-3929","ERS887979"
"E4.3.484","embryonic day 4","E-MTAB-3929","ERS887980"
"E4.3.485","embryonic day 4","E-MTAB-3929","ERS887981"
"E4.3.486","embryonic day 4","E-MTAB-3929","ERS887982"
"E4.3.487","embryonic day 4","E-MTAB-3929","ERS887983"
"E4.3.488","embryonic day 4","E-MTAB-3929","ERS887984"
"E4.3.489","embryonic day 4","E-MTAB-3929","ERS887985"
"E4.3.490","embryonic day 4","E-MTAB-3929","ERS887986"
"E4.31_5_1.10","embryonic day 4","E-MTAB-3929","ERS887988"
"E4.31_5_1.11","embryonic day 4","E-MTAB-3929","ERS887989"
"E4.31_5_1.12","embryonic day 4","E-MTAB-3929","ERS887990"
"E4.31_5_1.2","embryonic day 4","E-MTAB-3929","ERS887991"
"E4.31_5_1.3","embryonic day 4","E-MTAB-3929","ERS887992"
"E4.31_5_1.4","embryonic day 4","E-MTAB-3929","ERS887993"
"E4.31_5_1.6","embryonic day 4","E-MTAB-3929","ERS887994"
"E4.31_5_1.8","embryonic day 4","E-MTAB-3929","ERS887995"
"E4.31_5_1.9","embryonic day 4","E-MTAB-3929","ERS887996"
"E4.4.492","embryonic day 4","E-MTAB-3929","ERS887997"
"E4.4.493","embryonic day 4","E-MTAB-3929","ERS887998"
"E4.4.494","embryonic day 4","E-MTAB-3929","ERS887999"
"E4.4.495","embryonic day 4","E-MTAB-3929","ERS888000"
"E4.4.496","embryonic day 4","E-MTAB-3929","ERS888001"
"E4.4.497","embryonic day 4","E-MTAB-3929","ERS888002"
"E4.4.498","embryonic day 4","E-MTAB-3929","ERS888003"
"E4.4.499","embryonic day 4","E-MTAB-3929","ERS888004"
"E4.4.500","embryonic day 4","E-MTAB-3929","ERS888005"
"E4.4.502","embryonic day 4","E-MTAB-3929","ERS888007"
"E4.4.503","embryonic day 4","E-MTAB-3929","ERS888008"
"E4.4.504","embryonic day 4","E-MTAB-3929","ERS888009"
"E4.4.505","embryonic day 4","E-MTAB-3929","ERS888010"
"E4.4.506","embryonic day 4","E-MTAB-3929","ERS888011"
"E4.4.507","embryonic day 4","E-MTAB-3929","ERS888012"
"E4.4.508","embryonic day 4","E-MTAB-3929","ERS888013"
"E4.4.509","embryonic day 4","E-MTAB-3929","ERS888014"
"E4.5.510","embryonic day 4","E-MTAB-3929","ERS888015"
"E4.5.511","embryonic day 4","E-MTAB-3929","ERS888016"
"E4.5.512","embryonic day 4","E-MTAB-3929","ERS888017"
"E4.5.513","embryonic day 4","E-MTAB-3929","ERS888018"
"E4.5.514","embryonic day 4","E-MTAB-3929","ERS888019"
"E4.5.517","embryonic day 4","E-MTAB-3929","ERS888021"
"E4.5.518","embryonic day 4","E-MTAB-3929","ERS888022"
"E4.5.520","embryonic day 4","E-MTAB-3929","ERS888024"
"E4.5.521","embryonic day 4","E-MTAB-3929","ERS888025"
"E4.5.522","embryonic day 4","E-MTAB-3929","ERS888026"
"E4.5.523","embryonic day 4","E-MTAB-3929","ERS888027"
"E4.5.524","embryonic day 4","E-MTAB-3929","ERS888028"
"E4.5.525","embryonic day 4","E-MTAB-3929","ERS888029"
"E4.5.526","embryonic day 4","E-MTAB-3929","ERS888030"
"E4.6.613","embryonic day 4","E-MTAB-3929","ERS888033"
"E4.6.614","embryonic day 4","E-MTAB-3929","ERS888034"
"E4.6.625","embryonic day 4","E-MTAB-3929","ERS888036"
"E4.6.627","embryonic day 4","E-MTAB-3929","ERS888037"
"E4.7.641","embryonic day 4","E-MTAB-3929","ERS888038"
"E4.7.645","embryonic day 4","E-MTAB-3929","ERS888042"
"E4.7.646","embryonic day 4","E-MTAB-3929","ERS888043"
"E4.7.647","embryonic day 4","E-MTAB-3929","ERS888044"
"E4.7.648","embryonic day 4","E-MTAB-3929","ERS888045"
"E4.8.1173","embryonic day 4","E-MTAB-3929","ERS888048"
"E4.8.1175","embryonic day 4","E-MTAB-3929","ERS888049"
"E4.8.1178","embryonic day 4","E-MTAB-3929","ERS888051"
"E4.8.1179","embryonic day 4","E-MTAB-3929","ERS888052"
"E4.8.1180","embryonic day 4","E-MTAB-3929","ERS888053"
"E4.8.1181","embryonic day 4","E-MTAB-3929","ERS888054"
"E4.8.1182","embryonic day 4","E-MTAB-3929","ERS888055"
"E4.8.1183","embryonic day 4","E-MTAB-3929","ERS888056"
"E4.8.1184","embryonic day 4","E-MTAB-3929","ERS888057"
"E4.8.1185","embryonic day 4","E-MTAB-3929","ERS888058"
"E4.8.1187","embryonic day 4","E-MTAB-3929","ERS888059"
"E4.8.1188","embryonic day 4","E-MTAB-3929","ERS888060"
"E4.8.1189","embryonic day 4","E-MTAB-3929","ERS888061"
"E4.8.1190","embryonic day 4","E-MTAB-3929","ERS888062"
"E4.8.1191","embryonic day 4","E-MTAB-3929","ERS888063"
"E4.8.1192","embryonic day 4","E-MTAB-3929","ERS888064"
"E4.8.1193","embryonic day 4","E-MTAB-3929","ERS888065"
"E4.8.1194","embryonic day 4","E-MTAB-3929","ERS888066"
"E4.9.1195","embryonic day 4","E-MTAB-3929","ERS888067"
"E4.9.1197","embryonic day 4","E-MTAB-3929","ERS888068"
"E4.9.1200","embryonic day 4","E-MTAB-3929","ERS888069"
"E4.9.1202","embryonic day 4","E-MTAB-3929","ERS888070"
"E4.9.1203","embryonic day 4","E-MTAB-3929","ERS888071"
"E4.9.1204","embryonic day 4","E-MTAB-3929","ERS888072"
"E4.9.1205","embryonic day 4","E-MTAB-3929","ERS888073"
"E4.9.1206","embryonic day 4","E-MTAB-3929","ERS888074"
"E4.9.1207","embryonic day 4","E-MTAB-3929","ERS888075"
"E4.9.1208","embryonic day 4","E-MTAB-3929","ERS888076"
"E4.9.1209","embryonic day 4","E-MTAB-3929","ERS888077"
"E4.9.1210","embryonic day 4","E-MTAB-3929","ERS888078"
"E4.9.1211","embryonic day 4","E-MTAB-3929","ERS888079"
"E4.9.1212","embryonic day 4","E-MTAB-3929","ERS888080"
"E4.9.1213","embryonic day 4","E-MTAB-3929","ERS888081"
"E4.9.1214","embryonic day 4","E-MTAB-3929","ERS888082"
"E4.9.1215","embryonic day 4","E-MTAB-3929","ERS888083"
"E4.late.33.3157","embryonic day 4","E-MTAB-3929","ERS888086"
"E4.late.33.3158","embryonic day 4","E-MTAB-3929","ERS888087"
"E4.late.33.3159","embryonic day 4","E-MTAB-3929","ERS888088"
"E4.late.33.3160","embryonic day 4","E-MTAB-3929","ERS888089"
"E4.late.33.3161","embryonic day 4","E-MTAB-3929","ERS888090"
"E4.late.33.3162","embryonic day 4","E-MTAB-3929","ERS888091"
"E4.late.33.3163","embryonic day 4","E-MTAB-3929","ERS888092"
"E4.late.33.3165","embryonic day 4","E-MTAB-3929","ERS888094"
"E4.late.33.3166","embryonic day 4","E-MTAB-3929","ERS888095"
"E4.late.33.3167","embryonic day 4","E-MTAB-3929","ERS888096"
"E4.late.34.3170","embryonic day 4","E-MTAB-3929","ERS888098"
"E4.late.34.3171","embryonic day 4","E-MTAB-3929","ERS888099"
"E4.late.34.3172","embryonic day 4","E-MTAB-3929","ERS888100"
"E4.late.34.3173","embryonic day 4","E-MTAB-3929","ERS888101"
"E4.late.34.3174","embryonic day 4","E-MTAB-3929","ERS888102"
"E4.late.34.3175","embryonic day 4","E-MTAB-3929","ERS888103"
"E4.late.34.3176","embryonic day 4","E-MTAB-3929","ERS888104"
"E4.late.34.3178","embryonic day 4","E-MTAB-3929","ERS888105"
"E4.late.34.3180","embryonic day 4","E-MTAB-3929","ERS888107"
"E4.late.34.3182","embryonic day 4","E-MTAB-3929","ERS888109"
"E4.late.34.3183","embryonic day 4","E-MTAB-3929","ERS888110"
"E4.late.34.3184","embryonic day 4","E-MTAB-3929","ERS888111"
"E4.late.34.3188","embryonic day 4","E-MTAB-3929","ERS888114"
"E4.late.35.3193","embryonic day 4","E-MTAB-3929","ERS888119"
"E4.late.35.3196","embryonic day 4","E-MTAB-3929","ERS888121"
"E4.late.35.3197","embryonic day 4","E-MTAB-3929","ERS888122"
"E4.late.35.3199","embryonic day 4","E-MTAB-3929","ERS888123"
"E4.late.35.3200","embryonic day 4","E-MTAB-3929","ERS888124"
"E4.late.35.3201","embryonic day 4","E-MTAB-3929","ERS888125"
"E4.late.35.3203","embryonic day 4","E-MTAB-3929","ERS888127"
"E4.late.35.3204","embryonic day 4","E-MTAB-3929","ERS888128"
"E4.late.35.3205","embryonic day 4","E-MTAB-3929","ERS888129"
"E4.late.35.3207","embryonic day 4","E-MTAB-3929","ERS888130"
"E4.late.35.3208","embryonic day 4","E-MTAB-3929","ERS888131"
"E5.1.26","embryonic day 5","E-MTAB-3929","ERS888134"
"E5.1.28","embryonic day 5","E-MTAB-3929","ERS888135"
"E5.1.30","embryonic day 5","E-MTAB-3929","ERS888136"
"E5.1.31","embryonic day 5","E-MTAB-3929","ERS888137"
"E5.1.32","embryonic day 5","E-MTAB-3929","ERS888138"
"E5.10.932","embryonic day 5","E-MTAB-3929","ERS888139"
"E5.10.936","embryonic day 5","E-MTAB-3929","ERS888143"
"E5.10.937","embryonic day 5","E-MTAB-3929","ERS888144"
"E5.10.939","embryonic day 5","E-MTAB-3929","ERS888146"
"E5.10.942","embryonic day 5","E-MTAB-3929","ERS888149"
"E5.10.943","embryonic day 5","E-MTAB-3929","ERS888150"
"E5.10.944","embryonic day 5","E-MTAB-3929","ERS888151"
"E5.10.947","embryonic day 5","E-MTAB-3929","ERS888153"
"E5.10.948","embryonic day 5","E-MTAB-3929","ERS888154"
"E5.10.950","embryonic day 5","E-MTAB-3929","ERS888156"
"E5.11.951","embryonic day 5","E-MTAB-3929","ERS888157"
"E5.11.952","embryonic day 5","E-MTAB-3929","ERS888158"
"E5.11.953","embryonic day 5","E-MTAB-3929","ERS888159"
"E5.11.955","embryonic day 5","E-MTAB-3929","ERS888160"
"E5.11.956","embryonic day 5","E-MTAB-3929","ERS888161"
"E5.11.957","embryonic day 5","E-MTAB-3929","ERS888162"
"E5.11.959","embryonic day 5","E-MTAB-3929","ERS888163"
"E5.11.960","embryonic day 5","E-MTAB-3929","ERS888164"
"E5.11.961","embryonic day 5","E-MTAB-3929","ERS888165"
"E5.11.964","embryonic day 5","E-MTAB-3929","ERS888168"
"E5.11.965","embryonic day 5","E-MTAB-3929","ERS888169"
"E5.11.966","embryonic day 5","E-MTAB-3929","ERS888170"
"E5.12.1031","embryonic day 5","E-MTAB-3929","ERS888174"
"E5.12.1034","embryonic day 5","E-MTAB-3929","ERS888176"
"E5.12.1036","embryonic day 5","E-MTAB-3929","ERS888178"
"E5.12.1041","embryonic day 5","E-MTAB-3929","ERS888182"
"E5.13.1750","embryonic day 5","E-MTAB-3929","ERS888184"
"E5.13.1751","embryonic day 5","E-MTAB-3929","ERS888185"
"E5.13.1753","embryonic day 5","E-MTAB-3929","ERS888187"
"E5.13.1754","embryonic day 5","E-MTAB-3929","ERS888188"
"E5.13.1755","embryonic day 5","E-MTAB-3929","ERS888189"
"E5.13.1757","embryonic day 5","E-MTAB-3929","ERS888191"
"E5.13.1759","embryonic day 5","E-MTAB-3929","ERS888193"
"E5.13.1760","embryonic day 5","E-MTAB-3929","ERS888194"
"E5.13.1761","embryonic day 5","E-MTAB-3929","ERS888195"
"E5.13.1762","embryonic day 5","E-MTAB-3929","ERS888196"
"E5.13.1763","embryonic day 5","E-MTAB-3929","ERS888197"
"E5.13.1764","embryonic day 5","E-MTAB-3929","ERS888198"
"E5.13.1765","embryonic day 5","E-MTAB-3929","ERS888199"
"E5.13.1766","embryonic day 5","E-MTAB-3929","ERS888200"
"E5.13.1767","embryonic day 5","E-MTAB-3929","ERS888201"
"E5.13.1768","embryonic day 5","E-MTAB-3929","ERS888202"
"E5.13.1770","embryonic day 5","E-MTAB-3929","ERS888204"
"E5.13.1771","embryonic day 5","E-MTAB-3929","ERS888205"
"E5.13.1773","embryonic day 5","E-MTAB-3929","ERS888206"
"E5.13.1774","embryonic day 5","E-MTAB-3929","ERS888207"
"E5.13.1775","embryonic day 5","E-MTAB-3929","ERS888208"
"E5.13.1776","embryonic day 5","E-MTAB-3929","ERS888209"
"E5.13.1777","embryonic day 5","E-MTAB-3929","ERS888210"
"E5.13.1778","embryonic day 5","E-MTAB-3929","ERS888211"
"E5.13.1779","embryonic day 5","E-MTAB-3929","ERS888212"
"E5.13.1780","embryonic day 5","E-MTAB-3929","ERS888213"
"E5.13.1781","embryonic day 5","E-MTAB-3929","ERS888214"
"E5.14.1782","embryonic day 5","E-MTAB-3929","ERS888215"
"E5.14.1783","embryonic day 5","E-MTAB-3929","ERS888216"
"E5.14.1784","embryonic day 5","E-MTAB-3929","ERS888217"
"E5.14.1786","embryonic day 5","E-MTAB-3929","ERS888219"
"E5.14.1787","embryonic day 5","E-MTAB-3929","ERS888220"
"E5.14.1788","embryonic day 5","E-MTAB-3929","ERS888221"
"E5.14.1789","embryonic day 5","E-MTAB-3929","ERS888222"
"E5.14.1790","embryonic day 5","E-MTAB-3929","ERS888223"
"E5.14.1792","embryonic day 5","E-MTAB-3929","ERS888225"
"E5.14.1793","embryonic day 5","E-MTAB-3929","ERS888226"
"E5.14.1794","embryonic day 5","E-MTAB-3929","ERS888227"
"E5.14.1795","embryonic day 5","E-MTAB-3929","ERS888228"
"E5.14.1797","embryonic day 5","E-MTAB-3929","ERS888229"
"E5.14.1806","embryonic day 5","E-MTAB-3929","ERS888232"
"E5.14.1807","embryonic day 5","E-MTAB-3929","ERS888233"
"E5.14.1811","embryonic day 5","E-MTAB-3929","ERS888235"
"E5.14.1813","embryonic day 5","E-MTAB-3929","ERS888237"
"E5.14.1916","embryonic day 5","E-MTAB-3929","ERS888238"
"E5.14.1918","embryonic day 5","E-MTAB-3929","ERS888240"
"E5.14.1919","embryonic day 5","E-MTAB-3929","ERS888241"
"E5.14.1923","embryonic day 5","E-MTAB-3929","ERS888242"
"E5.14.1924","embryonic day 5","E-MTAB-3929","ERS888243"
"E5.15.1823","embryonic day 5","E-MTAB-3929","ERS888248"
"E5.15.1826","embryonic day 5","E-MTAB-3929","ERS888251"
"E5.15.1827","embryonic day 5","E-MTAB-3929","ERS888252"
"E5.15.1828","embryonic day 5","E-MTAB-3929","ERS888253"
"E5.15.1829","embryonic day 5","E-MTAB-3929","ERS888254"
"E5.15.1831","embryonic day 5","E-MTAB-3929","ERS888256"
"E5.15.1834","embryonic day 5","E-MTAB-3929","ERS888257"
"E5.15.1835","embryonic day 5","E-MTAB-3929","ERS888258"
"E5.15.1836","embryonic day 5","E-MTAB-3929","ERS888259"
"E5.15.1837","embryonic day 5","E-MTAB-3929","ERS888260"
"E5.15.1838","embryonic day 5","E-MTAB-3929","ERS888261"
"E5.15.1839","embryonic day 5","E-MTAB-3929","ERS888262"
"E5.15.1840","embryonic day 5","E-MTAB-3929","ERS888263"
"E5.15.1841","embryonic day 5","E-MTAB-3929","ERS888264"
"E5.15.1842","embryonic day 5","E-MTAB-3929","ERS888265"
"E5.15.1843","embryonic day 5","E-MTAB-3929","ERS888266"
"E5.15.1844","embryonic day 5","E-MTAB-3929","ERS888267"
"E5.15.1845","embryonic day 5","E-MTAB-3929","ERS888268"
